1602505033041054988,1.0132213982730538,-0.2455707940164823,0.014212276176220782,0.9595763886911957,-0.2457409463431407,-0.012552071852365983,0.9024528481434432,-0.24545315373592153,-0.032974352696672565,0.8452029951642538,-0.24574633892884457,-0.04561022570029993,0.7860308815312,-0.2452011751761513,-0.04844244269695119,0.7292963350491402,-0.24482573383332312,-0.04376301744185486,0.6707666575373574,-0.24471907312104824,-0.029345279408109912,0.5638855607581974,-0.24478016861330154,0.02314031500951781
1602505033079068533,1.0132797652373624,-0.24560527392973602,0.014085321517489202,0.9594421422616026,-0.24560805381706163,-0.01206940291755966,0.9025127511865898,-0.24556784911574076,-0.03340010434467476,0.8452072837060299,-0.2457690178099604,-0.0456776759728412,0.7860257187416264,-0.2452053741404851,-0.04845729115385372,0.7292743222576057,-0.24485952228424251,-0.04388958643939939,0.6708077046206236,-0.24468992616665491,-0.02924803905973479,0.5641509261454253,-0.24465643312777557,0.023541125428927757
1602505033136112789,1.013300809624917,-0.2456257161623972,0.014022999426561156,0.9595074524580072,-0.24567526449267335,-0.012316260298402527,0.9025416262864485,-0.24563212549184732,-0.03361120048946294,0.8452050570840968,-0.2457770536256117,-0.04571203701364719,0.7860272589862239,-0.2452096410828573,-0.04846435277158875,0.7292664017209625,-0.2448699635160626,-0.04395461914046622,0.6708303018009792,-0.24467455668881474,-0.02919970824481475,0.564269606119254,-0.2445968047050513,0.02374270034923161
1602505033176403037,1.0133201443221502,-0.2456359984917278,0.013991469996678607,0.9595362153655932,-0.24571063610639632,-0.012439077791909382,0.9025574047547827,-0.24565636225198315,-0.033718783032535046,0.8451976383390316,-0.24565475880956045,-0.04524468052120701,0.7860212833628535,-0.24521224320841173,-0.0484674726661168,0.7293577969295203,-0.24475536708822054,-0.04350536949055783,0.6706658891759594,-0.24479461996300947,-0.029651811327516032,0.5640329115877117,-0.24470722749235946,0.023375596928837235
1602505033198982576,1.0133233835638784,-0.2456407888425737,0.013975897423378708,0.9596879389495259,-0.2458652613931391,-0.012988071172003674,0.9025037109337934,-0.24553995569701642,-0.03328618378021108,0.8451991773249542,-0.2455936470486994,-0.04501122187159734,0.7860207434911975,-0.24521183917431105,-0.0484695656277118,0.729303511526425,-0.24481903541707153,-0.04376202170394136,0.6705843902790676,-0.24485458882893393,-0.029877909368093224,0.5639279615187549,-0.24475954789646442,0.023190738894668248
1602505033253953701,1.0133282784822986,-0.24564680291183713,0.013968873589483802,0.9596327044594388,-0.2458082674707139,-0.01277459669879363,0.9024685691016099,-0.24548419251047848,-0.033068912747699325,0.8451914778798697,-0.2455705638270771,-0.04489225495654617,0.7860230846055207,-0.24521881321056924,-0.048468931115886085,0.7293854935219222,-0.2447263102580931,-0.04341036732562904,0.670709210246796,-0.24476648475574747,-0.02951183255795135,0.5638627585712641,-0.2447880781427926,0.02309945677668633
1602505033274683299,1.01332691660265,-0.24563893700039802,0.013962808287974533,0.9596018175178922,-0.24577879481210524,-0.012667961115306282,0.9025251707077215,-0.24558826931120514,-0.03344635721410656,0.8451952975433389,-0.24568364773672913,-0.045317789854709536,0.7860227003403235,-0.2452186467137138,-0.04846945988010579,0.7293156665729503,-0.24481579084931615,-0.043711624892826574,0.6707869220430341,-0.24471655820283664,-0.029330929560703566,0.5638257951085953,-0.24480550095761852,0.023054795352053202
1602505033330933129,1.0133301282202187,-0.24563819201781406,0.013960403444676975,0.9595892185541449,-0.24577166794850336,-0.012612864102397849,0.9025523571672119,-0.245645231804353,-0.03363379945069409,0.845201313950132,-0.24574062773282607,-0.04553062655181798,0.7860716267440324,-0.24509450174298497,-0.047987037431197824,0.7293824562030129,-0.24473248239957526,-0.04338282273599585,0.670802538328152,-0.24469618645114277,-0.02923831791170085,0.5638158113959753,-0.24480866787581723,0.02303070800400826
1602505033350429641,1.0131294711366219,-0.2454924742028338,0.014447525419351378,0.9593190630869988,-0.2454948745393015,-0.011610440109189008,0.9024907703023426,-0.2455335529018995,-0.03324344791407867,0.8451931357831484,-0.2456370928155382,-0.04515372394928811,0.7860481405643888,-0.24515164078394763,-0.04822977693980494,0.7294188187798352,-0.24468721056646298,-0.04321945560944467,0.6708196098350474,-0.24466638200849808,-0.02919732186651717,0.5638140183050293,-0.2448124894280081,0.023019084787067524
1602505033392996789,1.0132310910735027,-0.24556814895382287,0.014203573078324663,0.9594475601097519,-0.2456190075547756,-0.012086767408423441,0.9024674589712188,-0.2454839538435042,-0.033047037238649095,0.8451928063273297,-0.24558620134108577,-0.04496521726385868,0.7860354383323185,-0.2451844074089563,-0.04835005526918641,0.7294376060927165,-0.24466180498878753,-0.04313849110363041,0.6708314577173302,-0.24466708139431498,-0.029173066208525684,0.5638078180187359,-0.24481980633570846,0.023014856134384466
