1602146806459948831,-1.09,0.06,-1.0129028993385623,0.014152706418611447,-0.9589665854319899,-0.011730049022957165,-0.9021696248565394,-0.03363202346511646,-0.8448072375645044,-0.045167755635697714,-0.7855757834166401,-0.04861391627828773,-0.7297989271407032,-0.04411636986573016,-0.6714866720994118,-0.03117486745346116,-0.6170815365953882,-0.007955897929651772,-0.5670599850195549,0.024682472534709347,-0.5,-0.023
1602146806463179875,-1.09,0.06,-1.0129028993385623,0.014152706418611447,-0.9589665854319899,-0.011730049022957165,-0.9021696248565394,-0.03363202346511646,-0.8448072375645044,-0.045167755635697714,-0.7855757834166401,-0.04861391627828773,-0.7297975074055487,-0.044113476219629404,-0.6714853430022002,-0.031172808828238065,-0.6170802754969724,-0.007954415327042268,-0.5670589588438822,0.024683770239727783,-0.49999550652496805,0.07697754909620103
1602146806466679739,-1.09,0.06,-1.0129028993385623,0.014152706418611447,-0.9589665854319899,-0.011730049022957165,-0.9021696248565394,-0.03363202346511646,-0.8448072375645044,-0.045167755635697714,-0.7855757834166401,-0.04861391627828773,-0.7297910319501668,-0.04410226072673247,-0.6714798935966156,-0.031167221336764483,-0.6170758739458317,-0.007952336743280441,-0.5670565394540702,0.0246845291727191,-0.5000155030163427,0.07698431603808853
1602146806478554507,-1.09,0.06,-1.0129207386358168,0.014106439052110457,-0.9590650610048528,-0.012101468661630418,-0.9021051183394523,-0.03319161873777839,-0.8447929625603356,-0.044439074679526056,-0.7855966760254967,-0.04844576778306051,-0.7297994716676274,-0.04400880208121359,-0.6714857023614529,-0.031111317070209317,-0.6170752129251477,-0.007928372879034699,-0.5670599974290738,0.024701367414959464,-0.5000229334881408,0.07701292474457946
1602146806484618521,-1.09,0.06,-1.0129207386358168,0.014106439052110457,-0.9590650610048528,-0.012101468661630418,-0.9021051183394523,-0.03319161873777839,-0.8447929625603356,-0.044439074679526056,-0.7855966760254967,-0.04844576778306051,-0.7298000670708815,-0.044002254626779654,-0.6714861134000906,-0.031107400404041974,-0.617075169603318,-0.0079266952422939,-0.5670602413561955,0.02470254658339967,-0.5000109298736766,0.07700402121330763
1602146806491115520,-1.09,0.06,-1.0129207386358168,0.014106439052110457,-0.9590650610048528,-0.012101468661630418,-0.9021051183394523,-0.03319161873777839,-0.8447929625603356,-0.044439074679526056,-0.7855966760254967,-0.04844576778306051,-0.7298002994540637,-0.04399969737690458,-0.6714862738270576,-0.031105870655491866,-0.6170751526149457,-0.007926039981096715,-0.5670603365727468,0.024703007168825796,-0.5000357170492441,0.07700627507337171
1602146806500005911,-1.09,0.06,-1.012924450161686,0.014083297403414238,-0.9589885625563704,-0.01180310974578034,-0.9021431153131213,-0.03345478026064958,-0.8447912328943289,-0.044557814735039135,-0.7856020281396712,-0.04836213117271002,-0.7298044051810373,-0.043959069044047366,-0.6714891629043065,-0.031081504271443995,-0.6170751230926927,-0.007915584247973338,-0.5670620078894497,0.024710395679062882,-0.49999472405661877,0.07699197200023314
1602146806506863885,-1.09,0.06,-1.012924450161686,0.014083297403414238,-0.9589885625563704,-0.01180310974578034,-0.9021431153131213,-0.03345478026064958,-0.8447912328943289,-0.044557814735039135,-0.7856020281396712,-0.04836213117271002,-0.7298050968246108,-0.04395224810082801,-0.6714896501420891,-0.03107741307145293,-0.6170751196883315,-0.007913828936718553,-0.567062289257485,0.024711636459749785,-0.5000115743736646,0.07698734173060762
1602146806522115279,-1.09,0.06,-1.012924450161686,0.014083297403414238,-0.9589885625563704,-0.01180310974578034,-0.9021431153131213,-0.03345478026064958,-0.8447912328943289,-0.044557814735039135,-0.7856020281396712,-0.04836213117271002,-0.7298052698639055,-0.04395054063733999,-0.6714897720695389,-0.031076388915510574,-0.6170751188567151,-0.00791338947783553,-0.5670623597390887,0.024711947124782172,-0.500024026824249,0.07701061563661099
1602146806525426254,-1.09,0.06,-1.012924450161686,0.014083297403414238,-0.9589885625563704,-0.01180310974578034,-0.9021431153131213,-0.03345478026064958,-0.8447912328943289,-0.044557814735039135,-0.7856020281396712,-0.04836213117271002,-0.7298053062694868,-0.04395018134124199,-0.6714897977180995,-0.03107617342337907,-0.6170751186686919,-0.00791329703867088,-0.5670623745575128,0.024712012459666297,-0.5000126573346468,0.07698622264676441
1602146806531364009,-1.09,0.06,-1.012924450161686,0.014083297403414238,-0.9589885625563704,-0.01180310974578034,-0.9021431153131213,-0.03345478026064958,-0.8447912328943289,-0.044557814735039135,-0.7856020281396712,-0.04836213117271002,-0.7298053100674413,-0.04395014385793156,-0.6714898003943018,-0.03107615094045298,-0.6170751186502873,-0.007913287391302313,-0.567062376104738,0.024712019279708196,-0.5000093855880207,0.0770029009311888
1602146806539450817,-1.09,0.06,-1.0127239992372823,0.014561094293154322,-0.9589554188830111,-0.011653713334626871,-0.9020956835830499,-0.033102278021593455,-0.8447932934688714,-0.04461784522809925,-0.7856590084787629,-0.047838427398042185,-0.7298467985449466,-0.043695922358566903,-0.6715208592256344,-0.030921311320427258,-0.6170840675798694,-0.007846191875468679,-0.5670788166870907,0.024760911280101768,-0.5000121653918074,0.07700515034921768
1602146806547131965,-1.09,0.06,-1.0127239992372823,0.014561094293154322,-0.9589554188830111,-0.011653713334626871,-0.9020956835830499,-0.033102278021593455,-0.8447932934688714,-0.04461784522809925,-0.7856590084787629,-0.047838427398042185,-0.7298549784868312,-0.043646446833040704,-0.6715270072838372,-0.030891156704889074,-0.6170858912702366,-0.00783313290524492,-0.5670820677931888,0.024770443706759765,-0.500018911837305,0.07701292156224501
1602146806558896144,-1.09,0.06,-1.0127239992372823,0.014561094293154322,-0.9589554188830111,-0.011653713334626871,-0.9020956835830499,-0.033102278021593455,-0.8447932934688714,-0.04461784522809925,-0.7856590084787629,-0.047838427398042185,-0.7298567228693098,-0.04363586661206075,-0.6715283187177725,-0.03088470889241764,-0.6170862792928895,-0.007830341471080039,-0.5670827616496983,0.024772481070196632,-0.5000204793862603,0.07700740985522511
