1602164655846390710,0.0,0.0
1602164655848390588,0.0,0.0
1602164655855121559,0.0,0.0
1602164655863832857,0.0,0.0
1602164655873551609,0.0,0.0
1602164655880863110,0.0,0.0
1602164655887456452,0.0,0.0
1602164655895534861,0.0,0.0
1602164655904555813,0.0,0.0
1602164655911831856,0.0,0.0
1602164655920410162,0.0,0.0
1602164655927503305,0.0,0.0
1602164655940138899,0.0,0.0
1602164655943424397,0.0,0.0
1602164655951720732,0.0,0.0
1602164655960574764,0.0,0.0
1602164655969553802,0.0,0.0
1602164655979388267,0.0,0.0
1602164655983775477,0.0,0.0
1602164655993187953,0.0,0.0
1602164656003705833,0.0,0.0
1602164656007027647,0.0,0.0
1602164656018719498,0.0,0.0
1602164656023817647,0.0,0.0
1602164656032289874,0.0,0.0
1602164656040559938,0.0,0.0
1602164656047811285,0.0,0.0
1602164656055314126,0.0,0.0
1602164656064089195,0.0,0.0
1602164656072173640,0.0,0.0
1602164656079934241,0.0,0.0
1602164656087889571,0.0,0.0
1602164656095105268,0.0,0.0
1602164656104670880,0.0,0.0
1602164656111982406,0.0,0.0
1602164656121083955,0.0,0.0
1602164656128001189,0.0,0.0
1602164656135737341,0.0,0.0
1602164656144223691,0.0,0.0
1602164656152482870,0.0,0.0
1602164656160776481,0.0,0.0
1602164656170022869,0.0,0.0
1602164656175583066,0.0,0.0
1602164656184540409,0.0,0.0
1602164656191422950,0.0,0.0
1602164656201605411,0.0,0.0
1602164656208283702,0.0,0.0
1602164656219444117,0.0,0.0
1602164656223972330,0.0,0.0
1602164656231649808,0.0,0.0
1602164656240316608,0.0,0.0
1602164656247720372,0.0,0.0
1602164656258779677,0.0,0.0
1602164656268408843,0.0,0.0
1602164656271682461,0.0,0.0
1602164656280708512,0.0,0.0
1602164656287532543,0.0,0.0
1602164656295985827,0.0,0.0
1602164656305178634,0.0,0.0
1602164656311885288,0.0,0.0
1602164656320767502,0.0,0.0
1602164656327566478,0.0,0.0
1602164656340754401,0.0,0.0
1602164656345102834,0.0,0.0
1602164656351440674,0.0,0.0
1602164656360243799,0.0,0.0
1602164656367648716,0.0,0.0
1602164656378912599,0.0,0.0
1602164656383641753,0.0,0.0
1602164656393133087,0.0,0.0
1602164656404450586,0.0,0.0
1602164656407193919,0.0,0.0
1602164656416093804,0.0,0.0
1602164656423609374,0.0,0.0
1602164656433189722,0.0,0.0
1602164656439713952,0.0,0.0
1602164656447472031,0.0,0.0
1602164656456369376,0.0,0.0
1602164656463633343,0.0,0.0
1602164656472811200,0.0,0.0
1602164656479310452,0.0,0.0
1602164656487070062,0.0,0.0
1602164656496066532,0.0,0.0
1602164656504625368,0.0,0.0
1602164656520776257,0.0,0.0
1602164656520786200,0.0,0.0
1602164656527700117,0.0,0.0
1602164656536247621,0.0,0.0
1602164656543713217,0.0,0.0
1602164656551758773,0.0,0.0
1602164656560069073,0.0,0.0
1602164656569558182,0.0,0.0
1602164656580194617,0.0,0.0
1602164656584612107,0.0,0.0
1602164656592610218,0.0,0.0
1602164656603690881,0.0,0.0
1602164656607112377,0.0,0.0
1602164656616024851,0.0,0.0
1602164656623604207,0.0,0.0
1602164656635158221,0.0,0.0
1602164656639741584,0.0,0.0
1602164656648101595,0.0,0.0
1602164656656121816,0.0,0.0
1602164656663253061,0.0,0.0
1602164656680713409,0.0,0.0
1602164656680874584,0.0,0.0
1602164656698310609,0.0,0.0
1602164656698331393,0.0,0.0
1602164656703350695,0.0,0.0
1602164656712305627,0.0,0.0
1602164656720323323,0.0,0.0
1602164656727499497,0.0,0.0
1602164656740357599,0.0,0.0
1602164656743720310,0.0,0.0
1602164656751271939,0.0,0.0
1602164656760670051,0.0,0.0
1602164656767903909,0.0,0.0
1602164656778738450,0.0,0.0
1602164656783831335,0.0,0.0
1602164656791522950,0.0,0.0
1602164656801635838,0.0,0.0
